VILLCODE,site_id,village,household_no,people_total
67000020008,臺南市鹽水區,橋南里,1681,4288
67000020010,臺南市鹽水區,汫水里,423,978
67000020011,臺南市鹽水區,岸內里,1750,4496
67000020014,臺南市鹽水區,歡雅里,755,1837
67000020026,臺南市鹽水區,津城里,717,1584
67000020027,臺南市鹽水區,月港里,726,1751
67000020028,臺南市鹽水區,三明里,701,1687
67000020029,臺南市鹽水區,義中里,724,1750
67000020030,臺南市鹽水區,文昌里,491,1091
67000020031,臺南市鹽水區,竹林里,485,1150
67000020032,臺南市鹽水區,三和里,420,965
67000020033,臺南市鹽水區,坔頭港里,611,1475
67000030001,臺南市白河區,白河里,758,1852
67000030002,臺南市白河區,永安里,1313,3484
67000030003,臺南市白河區,外角里,623,1561
67000030004,臺南市白河區,庄內里,704,1825
67000030005,臺南市白河區,秀祐里,382,1015
67000030006,臺南市白河區,河東里,560,1435
67000030007,臺南市白河區,虎山里,205,473
67000030008,臺南市白河區,大林里,254,604
67000030009,臺南市白河區,崁頭里,176,391
67000030010,臺南市白河區,六溪里,227,529
67000030011,臺南市白河區,仙草里,574,1234
67000030012,臺南市白河區,關嶺里,460,1055
67000030014,臺南市白河區,大竹里,571,1540
67000030018,臺南市白河區,竹門里,360,918
67000030019,臺南市白河區,崎內里,319,763
67000030020,臺南市白河區,昇安里,548,1482
67000030021,臺南市白河區,汴頭里,304,777
67000030022,臺南市白河區,內角里,313,706
67000030025,臺南市白河區,詔豐里,840,2171
67000030026,臺南市白河區,廣蓮里,611,1597
67000030027,臺南市白河區,馬稠後里,594,1418
67000040001,臺南市柳營區,士林里,846,2098
67000040002,臺南市柳營區,光福里,694,1797
67000040003,臺南市柳營區,中埕里,501,1257
67000040004,臺南市柳營區,東昇里,1213,3076
67000040005,臺南市柳營區,八翁里,608,1548
67000040006,臺南市柳營區,人和里,325,793
67000040007,臺南市柳營區,太康里,641,1610
67000040008,臺南市柳營區,重溪里,730,1903
67000040009,臺南市柳營區,篤農里,541,1384
67000040010,臺南市柳營區,大農里,277,717
67000040011,臺南市柳營區,神農里,547,1503
67000040012,臺南市柳營區,果毅里,479,1306
67000040013,臺南市柳營區,旭山里,614,1696
67000050001,臺南市後壁區,後壁里,690,1818
67000050002,臺南市後壁區,侯伯里,514,1439
67000050003,臺南市後壁區,嘉苳里,516,1458
67000050004,臺南市後壁區,土溝里,511,1445
67000050010,臺南市後壁區,竹新里,595,1468
67000050011,臺南市後壁區,新東里,726,1782
67000050012,臺南市後壁區,頂安里,552,1391
67000050013,臺南市後壁區,長安里,528,1326
67000050014,臺南市後壁區,福安里,776,1907
67000050018,臺南市後壁區,菁寮里,630,1473
67000050019,臺南市後壁區,新嘉里,478,1052
67000050022,臺南市後壁區,長短樹里,847,2148
67000050023,臺南市後壁區,上茄苳里,851,2419
67000050024,臺南市後壁區,菁豐里,562,1322
67000060001,臺南市東山區,東山里,641,1570
67000060002,臺南市東山區,東中里,1143,2863
67000060003,臺南市東山區,東正里,684,1573
67000060004,臺南市東山區,三榮里,439,1010
67000060005,臺南市東山區,大客里,485,1171
67000060006,臺南市東山區,科里里,593,1292
67000060007,臺南市東山區,東河里,397,899
67000060008,臺南市東山區,南溪里,183,458
67000060009,臺南市東山區,水雲里,212,389
67000060010,臺南市東山區,林安里,175,378
67000060011,臺南市東山區,東原里,880,2241
67000060012,臺南市東山區,嶺南里,267,706
67000060013,臺南市東山區,南勢里,468,1178
67000060014,臺南市東山區,青山里,483,1175
67000060015,臺南市東山區,高原里,368,955
67000060016,臺南市東山區,聖賢里,821,2024
67000070003,臺南市麻豆區,東角里,1102,3114
67000070004,臺南市麻豆區,晋江里,1058,2946
67000070005,臺南市麻豆區,巷口里,973,2479
67000070006,臺南市麻豆區,中興里,874,2221
67000070007,臺南市麻豆區,興農里,573,1701
67000070009,臺南市麻豆區,油車里,1435,4155
67000070010,臺南市麻豆區,北勢里,485,1210
67000070011,臺南市麻豆區,大埕里,1284,3507
67000070014,臺南市麻豆區,南勢里,1040,2665
67000070015,臺南市麻豆區,寮廍里,721,1881
67000070017,臺南市麻豆區,埤頭里,947,2557
67000070019,臺南市麻豆區,海埔里,932,2343
67000070021,臺南市麻豆區,港尾里,596,1373
67000070022,臺南市麻豆區,麻口里,476,1345
67000070024,臺南市麻豆區,安業里,562,1452
67000070028,臺南市麻豆區,安正里,377,1034
67000070030,臺南市麻豆區,新興里,832,2152
67000070031,臺南市麻豆區,謝厝寮里,654,1814
67000070032,臺南市麻豆區,井東里,673,1903
67000070033,臺南市麻豆區,清水里,605,1632
67000080001,臺南市下營區,下營里,723,1676
67000080002,臺南市下營區,仁里里,819,2198
67000080003,臺南市下營區,宅內里,713,1796
67000080004,臺南市下營區,後街里,705,1797
67000080005,臺南市下營區,新興里,947,2373
67000080006,臺南市下營區,營前里,991,2347
67000080011,臺南市下營區,開化里,748,2042
67000080012,臺南市下營區,西連里,416,953
67000080013,臺南市下營區,賀建里,599,1414
67000080016,臺南市下營區,茅營里,955,2403
67000080017,臺南市下營區,大吉里,770,1719
67000080018,臺南市下營區,紅甲里,1025,2458
67000090001,臺南市六甲區,六甲里,1217,3364
67000090002,臺南市六甲區,甲東里,1074,2969
67000090003,臺南市六甲區,甲南里,585,1548
67000090005,臺南市六甲區,七甲里,804,2166
67000090006,臺南市六甲區,二甲里,1350,3876
67000090007,臺南市六甲區,水林里,822,2397
67000090008,臺南市六甲區,中社里,680,1757
67000090009,臺南市六甲區,龜港里,577,1439
67000090010,臺南市六甲區,菁埔里,243,639
67000090011,臺南市六甲區,王爺里,318,774
67000090012,臺南市六甲區,大丘里,323,609
67000100001,臺南市官田區,官田里,875,2279
67000100002,臺南市官田區,二鎮里,1346,3585
67000100005,臺南市官田區,大崎里,182,421
67000100006,臺南市官田區,隆田里,917,2262
67000100007,臺南市官田區,隆本里,1643,4162
67000100008,臺南市官田區,南廍里,525,1407
67000100013,臺南市官田區,社子里,357,960
67000100014,臺南市官田區,烏山頭里,511,1296
67000100015,臺南市官田區,渡拔里,1088,2737
67000100016,臺南市官田區,東西庄里,720,1988
67000110001,臺南市大內區,石湖里,455,1072
67000110002,臺南市大內區,石林里,273,666
67000110003,臺南市大內區,石城里,619,1577
67000110004,臺南市大內區,內江里,386,966
67000110005,臺南市大內區,大內里,338,822
67000110006,臺南市大內區,內郭里,235,675
67000110007,臺南市大內區,頭社里,425,1036
67000110008,臺南市大內區,環湖里,321,766
67000110009,臺南市大內區,二溪里,398,884
67000110010,臺南市大內區,曲溪里,244,610
67000120001,臺南市佳里區,東寧里,1015,2464
67000120002,臺南市佳里區,忠仁里,1164,3311
67000120003,臺南市佳里區,鎮山里,2226,6509
67000120004,臺南市佳里區,建南里,1905,4955
67000120005,臺南市佳里區,安西里,2391,6994
67000120006,臺南市佳里區,六安里,1889,4826
67000120007,臺南市佳里區,佳化里,867,2386
67000120012,臺南市佳里區,海澄里,914,2451
67000120019,臺南市佳里區,民安里,720,1932
67000120020,臺南市佳里區,子龍里,987,2552
67000120022,臺南市佳里區,營溪里,429,1110
67000120023,臺南市佳里區,文新里,2186,6241
67000120024,臺南市佳里區,佳興里,903,2306
67000120025,臺南市佳里區,下營里,716,1954
67000120026,臺南市佳里區,塭內里,1143,3015
67000120027,臺南市佳里區,南勢里,1950,5557
67000130001,臺南市學甲區,仁得里,1668,4312
67000130002,臺南市學甲區,新榮里,990,2710
67000130003,臺南市學甲區,光華里,530,1318
67000130004,臺南市學甲區,宅港里,347,861
67000130005,臺南市學甲區,慈福里,872,2279
67000130006,臺南市學甲區,秀昌里,1024,2807
67000130007,臺南市學甲區,明宜里,858,2170
67000130008,臺南市學甲區,豐和里,505,1294
67000130009,臺南市學甲區,平和里,464,1108
67000130010,臺南市學甲區,新達里,904,2268
67000130011,臺南市學甲區,大灣里,401,1028
67000130012,臺南市學甲區,三慶里,599,1409
67000130013,臺南市學甲區,中洲里,616,1498
67000140001,臺南市西港區,西港里,1238,3569
67000140002,臺南市西港區,南海里,951,2761
67000140003,臺南市西港區,港東里,627,1880
67000140004,臺南市西港區,檨林里,624,1827
67000140005,臺南市西港區,後營里,597,1705
67000140006,臺南市西港區,營西里,592,1651
67000140007,臺南市西港區,金砂里,263,822
67000140008,臺南市西港區,劉厝里,567,1520
67000140009,臺南市西港區,竹林里,523,1480
67000140010,臺南市西港區,永樂里,529,1497
67000140011,臺南市西港區,新復里,312,908
67000140012,臺南市西港區,慶安里,1759,4936
67000150001,臺南市七股區,後港里,413,1055
67000150002,臺南市七股區,大潭里,286,684
67000150004,臺南市七股區,篤加里,331,940
67000150005,臺南市七股區,頂山里,346,863
67000150006,臺南市七股區,西寮里,225,468
67000150007,臺南市七股區,塩埕里,182,433
67000150008,臺南市七股區,龍山里,647,1770
67000150009,臺南市七股區,溪南里,181,379
67000150010,臺南市七股區,七股里,311,972
67000150011,臺南市七股區,玉成里,316,912
67000150012,臺南市七股區,大埕里,1069,3036
67000150015,臺南市七股區,樹林里,755,2154
67000150017,臺南市七股區,中寮里,280,728
67000150018,臺南市七股區,竹橋里,502,1343
67000150019,臺南市七股區,義合里,718,2064
67000150021,臺南市七股區,永吉里,375,1118
67000150022,臺南市七股區,三股里,484,1452
67000150023,臺南市七股區,十份里,513,1500
67000160001,臺南市將軍區,長榮里,473,1280
67000160013,臺南市將軍區,玉山里,357,869
67000160014,臺南市將軍區,廣山里,291,656
67000160015,臺南市將軍區,長沙里,482,1442
67000160016,臺南市將軍區,平沙里,414,1264
67000160017,臺南市將軍區,鯤鯓里,737,2020
67000160018,臺南市將軍區,鯤溟里,404,1010
67000160019,臺南市將軍區,巷埔里,520,1251
67000160020,臺南市將軍區,西甲里,995,2628
67000160021,臺南市將軍區,忠嘉里,1014,2692
67000160022,臺南市將軍區,苓仔寮里,846,2146
67000160023,臺南市將軍區,將軍里,644,1642
67000170001,臺南市北門區,保吉里,538,1482
67000170002,臺南市北門區,雙春里,192,475
67000170005,臺南市北門區,北門里,367,869
67000170006,臺南市北門區,錦湖里,445,992
67000170007,臺南市北門區,三光里,481,1296
67000170009,臺南市北門區,玉港里,333,734
67000170011,臺南市北門區,慈安里,306,789
67000170013,臺南市北門區,永隆里,355,921
67000170014,臺南市北門區,蚵寮里,535,1534
67000170015,臺南市北門區,文山里,553,1331
67000180001,臺南市新化區,武安里,1302,3444
67000180002,臺南市新化區,東榮里,1765,4594
67000180003,臺南市新化區,護國里,1125,3069
67000180004,臺南市新化區,太平里,1778,5150
67000180009,臺南市新化區,協興里,1250,3702
67000180010,臺南市新化區,唪口里,766,2514
67000180011,臺南市新化區,北勢里,592,1716
67000180012,臺南市新化區,豐榮里,1278,3840
67000180013,臺南市新化區,全興里,1047,3241
67000180014,臺南市新化區,崙頂里,780,2436
67000180015,臺南市新化區,知義里,872,2394
67000180016,臺南市新化區,山脚里,678,1952
67000180017,臺南市新化區,大坑里,192,454
67000180018,臺南市新化區,𦰡拔里,805,2407
67000180019,臺南市新化區,羊林里,324,1035
67000180020,臺南市新化區,礁坑里,380,1014
67000190001,臺南市善化區,東關里,606,1438
67000190002,臺南市善化區,坐駕里,1895,5092
67000190003,臺南市善化區,光文里,2591,6755
67000190004,臺南市善化區,文昌里,1300,3378
67000190005,臺南市善化區,南關里,757,2233
67000190008,臺南市善化區,文正里,744,1952
67000190009,臺南市善化區,胡家里,501,1378
67000190010,臺南市善化區,胡厝里,923,2393
67000190011,臺南市善化區,什乃里,527,1439
67000190012,臺南市善化區,溪美里,816,2229
67000190013,臺南市善化區,六分里,298,751
67000190014,臺南市善化區,六德里,423,1177
67000190015,臺南市善化區,田寮里,699,1905
67000190018,臺南市善化區,牛庄里,717,1795
67000190019,臺南市善化區,嘉北里,683,1825
67000190020,臺南市善化區,嘉南里,450,1225
67000190021,臺南市善化區,小新里,2132,5568
67000190022,臺南市善化區,頂街里,502,1316
67000190023,臺南市善化區,昌隆里,808,2190
67000190024,臺南市善化區,蓮潭里,2185,5086
67000200001,臺南市新市區,新市里,1341,3442
67000200002,臺南市新市區,新和里,3078,7885
67000200003,臺南市新市區,社內里,1277,3380
67000200004,臺南市新市區,大洲里,297,832
67000200005,臺南市新市區,豐華里,350,1038
67000200006,臺南市新市區,三舍里,654,2169
67000200007,臺南市新市區,大營里,1398,4034
67000200008,臺南市新市區,大社里,1718,5295
67000200009,臺南市新市區,潭頂里,733,2027
67000200010,臺南市新市區,港墘里,1364,3980
67000200011,臺南市新市區,永就里,1276,3553
67000210001,臺南市安定區,蘇林里,824,2325
67000210002,臺南市安定區,蘇厝里,850,2351
67000210003,臺南市安定區,安定里,564,1584
67000210004,臺南市安定區,安加里,947,2517
67000210006,臺南市安定區,港尾里,577,1732
67000210007,臺南市安定區,中榮里,790,2132
67000210008,臺南市安定區,港口里,1188,3438
67000210009,臺南市安定區,港南里,1109,3114
67000210012,臺南市安定區,中沙里,262,788
67000210013,臺南市安定區,新吉里,1031,2810
67000210014,臺南市安定區,海寮里,958,2912
67000210017,臺南市安定區,文科里,622,1841
67000210018,臺南市安定區,嘉同里,877,2669
67000220001,臺南市山上區,明和里,741,1857
67000220002,臺南市山上區,南洲里,643,1668
67000220003,臺南市山上區,山上里,432,1099
67000220004,臺南市山上區,新莊里,367,1020
67000220005,臺南市山上區,玉峯里,239,591
67000220006,臺南市山上區,平陽里,150,366
67000220007,臺南市山上區,豐德里,149,433
67000230001,臺南市玉井區,玉井里,562,1344
67000230002,臺南市玉井區,玉田里,1618,4079
67000230003,臺南市玉井區,中正里,488,1328
67000230004,臺南市玉井區,竹圍里,567,1576
67000230005,臺南市玉井區,沙田里,212,536
67000230006,臺南市玉井區,三埔里,198,535
67000230007,臺南市玉井區,三和里,302,791
67000230008,臺南市玉井區,望明里,599,1582
67000230009,臺南市玉井區,層林里,252,618
67000230010,臺南市玉井區,豐里里,371,1027
67000240001,臺南市楠西區,楠西里,757,1962
67000240002,臺南市楠西區,灣丘里,467,1200
67000240003,臺南市楠西區,密枝里,284,726
67000240004,臺南市楠西區,照興里,412,1062
67000240005,臺南市楠西區,鹿田里,379,970
67000240006,臺南市楠西區,龜丹里,251,684
67000240007,臺南市楠西區,東勢里,945,2477
67000250001,臺南市南化區,南化里,573,1482
67000250002,臺南市南化區,小崙里,282,833
67000250003,臺南市南化區,中坑里,149,429
67000250004,臺南市南化區,北平里,213,590
67000250005,臺南市南化區,東和里,242,673
67000250006,臺南市南化區,西埔里,274,796
67000250007,臺南市南化區,北寮里,419,1224
67000250008,臺南市南化區,玉山里,363,1140
67000250009,臺南市南化區,關山里,302,1127
