"LineName","Geometry"
"成追線","LINESTRING (120.59025348231239 24.114387016447722, 120.58920416773822 24.114892618899319, 120.58898694818913 24.114966498205376, 120.58872768713309 24.115060697693082, 120.58825918801119 24.115224174655964, 120.58781883766926 24.11538001457609, 120.58749487758655 24.11549449827254, 120.58719276743238 24.115599387102066, 120.58696040959524 24.115680934027921, 120.58674696360151 24.115752509270919, 120.58659193397068 24.115798789282735, 120.58642305657884 24.11584348738711, 120.58625839341016 24.115884729396782, 120.58610844944542 24.115915988931818, 120.58596270261671 24.115944558594549, 120.5857993326731 24.11597154724916, 120.58563051283795 24.115995829843712, 120.58546254556006 24.116014714707376, 120.58529584992357 24.11602974687537, 120.58510775042237 24.11604088318029, 120.58484913867687 24.116048388022762, 120.58462246365582 24.116045180140986, 120.58439747576301 24.116034274961862, 120.58421700341205 24.116020375040307, 120.58398660969431 24.115995963842693, 120.5837268621051 24.11595607801064, 120.58336057543022 24.115885896716804, 120.58328965309511 24.115871734193206, 120.583053527998 24.115837554559562, 120.58300419928446 24.115830372573669, 120.58270499663831 24.115783677075115, 120.58253099940612 24.115760230850015, 120.58237154601011 24.115744138381331, 120.58215796062143 24.115733351013375, 120.58185308415261 24.115728498271608, 120.58152780566377 24.115741510562316, 120.58115867443337 24.115778088687875, 120.58082137740473 24.115829144099791, 120.58051609444226 24.115900594337006, 120.58004158694973 24.116038259857874, 120.57976522618435 24.116142446316871, 120.57944866842138 24.116282936608286, 120.57908846116356 24.116474592928171, 120.57858245131911 24.116806220630622, 120.57833936457007 24.116986558982546, 120.57793212186994 24.117297512170524, 120.57749290557319 24.117647292688446, 120.57721600791251 24.117853449677, 120.57707591422218 24.117943759596869, 120.57617910668046 24.118476420850186, 120.57582249581162 24.118638976907334, 120.57542539296753 24.118784373000437, 120.57505255293302 24.118900099559994, 120.57472636343095 24.118990065039497, 120.57380000506623 24.119314767962237, 120.57007289434864 24.120197813178606)"
"集集線","LINESTRING (120.61606406190697 23.814797855236861, 120.61714400828942 23.814329646595979, 120.61990263100165 23.812393051897857, 120.62084573564221 23.811663062300511, 120.62297596786664 23.810195107917934, 120.62472027402146 23.809067040611467, 120.62628428409255 23.807979736875382, 120.62751361056473 23.807138823997605, 120.62856441531562 23.806440230632177, 120.62957522811439 23.8058589097609, 120.63107952679877 23.805080715602571, 120.63139276426477 23.80491522865492, 120.63313595436091 23.80395880595421, 120.63441912234464 23.802960161882027, 120.63539977188202 23.802284045272529, 120.63684423957011 23.801185270683732, 120.63932837030814 23.799331522431885, 120.64002193826195 23.798875878219235, 120.64040178041785 23.798675501173477, 120.64083699742957 23.7985677066344, 120.64135203916533 23.798479059560975, 120.64192885263446 23.79848039865152, 120.64200309166938 23.79848655541025, 120.6420294220203 23.798488738064862, 120.64245089379381 23.798523688417561, 120.6428000636721 23.798552759002689, 120.6440098298898 23.798625444908396, 120.64700786022468 23.798802370333192, 120.64883899232575 23.798968893299843, 120.64922107379357 23.799092738039462, 120.64964806920307 23.799264911446585, 120.65137780544148 23.800181379067453, 120.65161791903176 23.800297411396457, 120.6520404097372 23.800395072374727, 120.65237585955833 23.800418041959119, 120.65277235266205 23.800402590707051, 120.6537069236357 23.800230508131506, 120.65422581177188 23.800168012443862, 120.65446899115113 23.800127561837542, 120.65482605078171 23.80014307963944, 120.65543921844528 23.800215486755349, 120.6562639929889 23.800399627440925, 120.65738549344587 23.800703342885015, 120.65813748225901 23.800842714419787, 120.65852514042297 23.800974421932096, 120.65904556010457 23.801266754657036, 120.65915946283906 23.801343848140107, 120.6595600748376 23.801777056066328, 120.6598877895899 23.802180322863649, 120.66014604160659 23.802491424439722, 120.66038486377056 23.802764285043793, 120.66068034412262 23.802947244919494, 120.66091826696447 23.80311409523938, 120.66134218579327 23.803340679428857, 120.66177298173773 23.80356406113259, 120.6622150551807 23.803908329705678, 120.66261916104554 23.8042493544242, 120.66305838543622 23.804673156341153, 120.66347988059204 23.805046000872267, 120.66450354470294 23.805982597119225, 120.66561048783376 23.80702534844113, 120.66677973509672 23.807939697259258, 120.66816397698597 23.808998604901717, 120.67097566779285 23.811158220675395, 120.67331440243777 23.81305309942104, 120.67600232314874 23.815132085577318, 120.67789640599437 23.816585410688219, 120.67813189976744 23.816759814413956, 120.67832703376564 23.816904441586757, 120.67832762192222 23.816904877757963, 120.67832768397545 23.816904925422023, 120.67855022841036 23.8170697639585, 120.68025025374629 23.818497922441225, 120.68199351758687 23.820091205444839, 120.68728078298182 23.824611428274864, 120.69021898232029 23.827232718215441, 120.69287536740433 23.829615198582587, 120.69520150794335 23.831656531923443, 120.69645860637968 23.832740084587272, 120.69688650021192 23.833015674633714, 120.6978334719372 23.833447573147055, 120.69892319844689 23.833921555435495, 120.69946181141358 23.834054006687097, 120.69994165997969 23.834067202439485, 120.70267884465306 23.834053453604042, 120.70369349755697 23.834183357975633, 120.70424969766543 23.834293224552709, 120.70475718599539 23.83444661921618, 120.70476241195581 23.834448198425662, 120.70479394488473 23.834457726742755, 120.70521965336434 23.834586372063484, 120.70621279178692 23.83483153804508, 120.70688118322005 23.83500602091118, 120.70743315831362 23.83497720573348, 120.70805682556215 23.834847763613425, 120.70857213619524 23.834666338880481, 120.70908795044863 23.83439507727104, 120.71071539869672 23.833514096898114, 120.71208062082405 23.832746164903654, 120.71239914270632 23.832579521427817, 120.71268497513154 23.832514353854378, 120.71302920503388 23.832467213191364, 120.71337331622567 23.832473825906391, 120.71407868688198 23.8326459876223, 120.7158577976993 23.833535607782096, 120.7175637792451 23.834309231585792, 120.71852399618558 23.834657410411239, 120.71997086236547 23.835161759207892, 120.72219628602988 23.835960165629217, 120.72287420757868 23.836152042282947, 120.72325781519612 23.83624067586652, 120.72406468243923 23.836457615726431, 120.72514296507586 23.836526891402968, 120.72639559657955 23.836785949212242, 120.72812194956839 23.837183207638986, 120.72925147287719 23.837322570180504, 120.73089411876867 23.837385174686119, 120.73201089418751 23.8374110113092, 120.73251748319535 23.837352164171079, 120.7331999373273 23.8370248433219, 120.73386300657251 23.836649704620243, 120.73477299188016 23.836185395439713, 120.7354490140608 23.835822217721216, 120.73599501405874 23.835536459939703, 120.73641084798226 23.835399798062269, 120.73691327672645 23.835344186684893, 120.73846282569889 23.835319673863921, 120.73987188078274 23.835292195078807, 120.74169002127758 23.835253443291833, 120.74245650626278 23.835290432407589, 120.74277908408749 23.835348678798539, 120.7434425373433 23.835566955050979, 120.74545406355423 23.836251188041956, 120.74611184658454 23.836328890366076, 120.74674550080431 23.836357022058962, 120.74708298758992 23.836322179624915, 120.74815518541357 23.835940217766904, 120.74998272112578 23.83523270942203, 120.75006639135097 23.835193391961525, 120.75033571402207 23.835066837564568, 120.75060709524132 23.834939314597761, 120.7507561506759 23.834869305074392, 120.75179590365804 23.83438057930033, 120.75225163330629 23.834157374763095, 120.75284920942352 23.833988575612352, 120.75328907323217 23.833893971429688, 120.75411071273925 23.833714419984517, 120.75468933564434 23.8336086102492, 120.7551407683319 23.833481647560063, 120.75583547123006 23.833142238923244, 120.75654316483531 23.832626858143044, 120.75709067569414 23.832196553228414, 120.75770867811309 23.831709018156687, 120.7584538761455 23.830965289616472, 120.75870633832687 23.830713033379823, 120.75898237083982 23.83059318882465, 120.75954897430574 23.83038494540898, 120.75989034526333 23.830251927584413, 120.76042568020102 23.829910082684194, 120.76081589513751 23.829583451615065, 120.76109229637245 23.829225580795992, 120.76118974690939 23.828972087092211, 120.76122370710846 23.828813667916506, 120.76134486557316 23.828372030644744, 120.76141707483816 23.827265729629744, 120.76141001695873 23.826884755227297, 120.76144188983142 23.826525601075673, 120.76156005265432 23.82606603581894, 120.7618261674437 23.825743100963393, 120.76224875977255 23.825305531325284, 120.76267284407652 23.824910050858193, 120.76340443266849 23.824404038315777, 120.76376058668177 23.824166388867809, 120.76407046338124 23.824062208703992, 120.76441161310549 23.824033835093473, 120.76481560475645 23.824047726021774, 120.76527023183576 23.82412408655739, 120.76583852063129 23.824258402103624, 120.76635065036226 23.824446193137362, 120.76667245387068 23.824543364884448, 120.76756397879467 23.824884041565326, 120.76792070837405 23.825087655271147, 120.76819937859852 23.82537476833096, 120.76876925559668 23.826205844424237, 120.76902017903808 23.826465216096892, 120.76970320244095 23.826768686026071, 120.77172093487331 23.827619824195608, 120.77225957841688 23.827763968432464, 120.77275307599371 23.827734832196825, 120.77307782568118 23.827669609764712, 120.77354561074139 23.827491114123688, 120.77408502140668 23.827193264957259, 120.77468923272193 23.826967182589442, 120.7751049065663 23.826884169768675, 120.77595200857843 23.8268073568741, 120.77709968560202 23.826678277180804, 120.77805267738927 23.826602049744849, 120.77973916343171 23.826484282623596, 120.78155393326745 23.826368935577989, 120.7834362044174 23.826266711439644, 120.78465795230272 23.826328650446897, 120.78488892968039 23.826325456954351, 120.78489788692798 23.826325332847887, 120.78496636670457 23.826324385861767, 120.78670163827007 23.826392961865736, 120.78861683270077 23.8264792194405, 120.79068786255482 23.826559690777174, 120.7921291367503 23.826621368981023, 120.79378775729924 23.826652431564526, 120.7955077313967 23.826714952433178, 120.7967705009579 23.82677666930789, 120.79824603033012 23.826854132412336, 120.79901068969161 23.826865140114194, 120.79980983355699 23.82670917968494, 120.8004984120721 23.826477133013327, 120.80222628131787 23.82593583287246, 120.80359684631742 23.825525461430971, 120.80433751356543 23.825185952070058, 120.80514965892962 23.824804719562223, 120.80564993379744 23.824572412087207, 120.80709399139459 23.823911762917589, 120.8083331861277 23.82333342509753, 120.80980796726396 23.822660323015555, 120.81081504427891 23.822147900105563, 120.81135418424822 23.821963402389144, 120.81188662426837 23.821922244016378, 120.81227862975504 23.8219644474014, 120.81279619588781 23.822025123760511, 120.81349639724101 23.822169085435007, 120.81488112926081 23.822490129016273, 120.8173989504013 23.822895903123481, 120.82051174142384 23.823406940178188, 120.82156618663032 23.823630657329034, 120.82284564041402 23.823885453251137, 120.82383961070957 23.824111703792141, 120.82536333744815 23.824320308735309, 120.82625602519545 23.824396986731585, 120.82672538496865 23.824441842217311, 120.82729374301186 23.8245470440109, 120.82789360790377 23.824652279079487, 120.82845971134668 23.824681895553113, 120.82910808566965 23.824622477345486, 120.82980734003672 23.824534307812087, 120.83011465186974 23.824461054434153, 120.83069800341025 23.824208140793132, 120.83156214307849 23.823821529440067, 120.83211156229879 23.823626273134039, 120.83287392569116 23.823388896180688, 120.83336032581849 23.823271764880076, 120.83389755023177 23.823167689937009, 120.83446365277541 23.823123872268923, 120.8359226454138 23.823005245395791, 120.83699461660831 23.822872552226556, 120.83748097356818 23.822784032856873, 120.83806335743805 23.822573129246564, 120.83835562900913 23.822483843654538, 120.83892985782677 23.822262549277298, 120.83939975719306 23.821986638172859, 120.84003837207331 23.8215120281576, 120.8406103831627 23.820957148253854, 120.84124740804145 23.820324685635796, 120.84187782560127 23.819781806285391, 120.84240407918492 23.81947175781545, 120.84276196709118 23.819332052632149, 120.84316849842753 23.819168034277425, 120.84422275567567 23.818780757426055, 120.8455107008582 23.818457783000326, 120.84636986098042 23.818280473565039, 120.84827490116584 23.81796054694172, 120.85008028657603 23.81749045961709, 120.85085288874984 23.817467317362855, 120.85114293809613 23.817485006128209, 120.85147485088373 23.817621691388013, 120.85183016942688 23.817862323887198, 120.852672515824 23.8183315199837, 120.8531702510063 23.818654892809093, 120.8531711089596 23.818655450388803, 120.85331865173441 23.818751306427714, 120.85361288472689 23.818942394376052, 120.85456133583705 23.819579824849086, 120.85517941469834 23.820050676597475, 120.85590098124533 23.820755431218231, 120.8562957215704 23.82123536701863, 120.85652907405756 23.821576035605631, 120.85663263818572 23.821862827607447, 120.85667119302116 23.822227205920854, 120.85658564231358 23.822752556585272, 120.85648833926552 23.823194633625519, 120.85651394836009 23.823523163163486, 120.85670823159967 23.823971306130943, 120.85720944805769 23.824786401271467, 120.85745317962062 23.82530739112326, 120.85792516811205 23.826145454948858, 120.85826014039321 23.826512299203273, 120.85855666575753 23.826785640944649, 120.85879077457469 23.826958251422241, 120.85909513573199 23.827159812875095, 120.85948545139252 23.827296617744764, 120.86045398616261 23.827268782828128, 120.8616725594411 23.827197904559682, 120.86200836269586 23.82728453895038, 120.86231273284636 23.827486003276476, 120.86264835533734 23.827744933382007, 120.86287170286687 23.828211643752411, 120.86300110631612 23.828641802077527, 120.86313701636027 23.829060020103896, 120.86333133737139 23.829502181680368, 120.86361655376106 23.829950395694254, 120.86409644459525 23.830506291831966, 120.86482814470321 23.831212608575072, 120.86550953313849 23.832003353671894, 120.86578490464967 23.832257076702774, 120.86593713469108 23.832397306190785, 120.86594726105727 23.832406633959067, 120.865985612646 23.8324479641023, 120.86643300827677 23.832930104141042, 120.86735607872015 23.834019266775783)"
"六家線","LINESTRING (121.03071296593066 24.781632275309335, 121.03093270088345 24.78160292863231, 121.03225295600919 24.7815465762136, 121.0327381357564 24.781618917678941, 121.0331366145632 24.78173371074223, 121.03352950678141 24.781989390697845, 121.03384650161479 24.782321514826094, 121.03406896870797 24.782672834983373, 121.03421448710901 24.783117870793149, 121.0343686515921 24.783890850682269, 121.03498542463774 24.787341945974106, 121.03522538264531 24.7890128512621, 121.03564508725105 24.791105356926721, 121.03613336876003 24.793658530416906, 121.03618481897433 24.794103586011715, 121.03627914616573 24.794923426874675, 121.03639060094554 24.795805728351752, 121.03652762614911 24.796375695282165, 121.03693853358652 24.797492170327473, 121.03748641856339 24.798959978120536, 121.03775186335793 24.799865664668744, 121.03789744201345 24.800396586633212, 121.03883091401553 24.803886619871662, 121.03931908041125 24.805713614191973, 121.03945615507757 24.80636165936312, 121.03945629087514 24.806791110821166, 121.03942227401876 24.80742358513038)"
"內灣線","LINESTRING (121.18344348273058 24.703775686898496, 121.18313153938914 24.704317089562096, 121.18279804019744 24.705053398695441, 121.18267505520964 24.705339863344079, 121.1826733563903 24.705343856333968, 121.18259166197572 24.705535849899604, 121.18238829828135 24.705951757567618, 121.18192419594493 24.706893527614284, 121.18163732030609 24.707428977665245, 121.18146175105903 24.707715875787073, 121.18130723044442 24.707842003905398, 121.18104609610054 24.707982814355432, 121.18062338865855 24.708112082007005, 121.18028388109633 24.708190275360948, 121.17989157343743 24.708190734914524, 121.17935285255214 24.708058973442917, 121.17892625194509 24.707954217713052, 121.17860323974776 24.707859800589404, 121.17813136277221 24.70774613977261, 121.17758676931396 24.707508065844593, 121.17688545100282 24.707140531810126, 121.17639930358507 24.706925499412307, 121.1758858095825 24.706749234989275, 121.17537060776738 24.706648111621121, 121.17486326872495 24.706629592781553, 121.17451819435928 24.706706438051754, 121.17427771924145 24.70678316101413, 121.17412092424138 24.706859785950428, 121.17378604099304 24.707073694195685, 121.17368980364154 24.707118829370529, 121.17341044003979 24.707438711027748, 121.17321743024024 24.707802038932982, 121.17290444458456 24.70839483515357, 121.17239317730332 24.709327075084502, 121.17156879216611 24.710770885368106, 121.1710849227311 24.711648862904724, 121.17072569123775 24.712106756321816, 121.16948537774806 24.713248577859645, 121.16904621810852 24.713663400945222, 121.16876351172675 24.714003650448149, 121.16836916800276 24.714527396722019, 121.16814949330455 24.714777738302018, 121.16797481978222 24.714976655748103, 121.16772919514631 24.715187570150306, 121.16746113961995 24.71540248113962, 121.16732588608079 24.71547315076532, 121.16729172443365 24.715491001408623, 121.16713194458362 24.715574484574859, 121.16682782084729 24.715711337108587, 121.16641797371062 24.715806503367503, 121.16589601079238 24.715771769751427, 121.16540388827889 24.715690061846942, 121.16499396020322 24.715669756054467, 121.16462761327375 24.715686401606206, 121.16420473406129 24.715722438339924, 121.16386297729468 24.715815897685559, 121.16351057705151 24.715949352580594, 121.16301942220866 24.716336882141434, 121.16263802872209 24.716666956714732, 121.16230890023564 24.716968308740491, 121.1617446835703 24.71748968709943, 121.16130583959284 24.7178914862032, 121.16092211776163 24.718245505225923, 121.16073634840382 24.718384199571176, 121.16053237317055 24.71859698006665, 121.16030151540269 24.718728859349426, 121.16008781130347 24.71882806626229, 121.15972180341851 24.718974721406312, 121.15941063978926 24.719038343045156, 121.15906467779268 24.719017673926544, 121.158848570705 24.718981245987777, 121.15847571987865 24.71887907490941, 121.15814746013723 24.71870922984715, 121.15747600111661 24.718355108301637, 121.1564313171516 24.717735198420712, 121.1553010141306 24.717021570189388, 121.15490911656252 24.716775400564359, 121.15468567100697 24.716605261423751, 121.15455203624754 24.716513233798764, 121.15429018514396 24.716332910735275, 121.15392470066445 24.716183139440375, 121.1536190903488 24.716176229049779, 121.15328439685754 24.716229571437623, 121.15211828822851 24.716688331801095, 121.15139341397492 24.716948666647681, 121.15100117196653 24.716984894937013, 121.15053822435959 24.716942360601536, 121.14913335022402 24.716528104088809, 121.1482608342701 24.716344047040195, 121.14775706463683 24.716344544365256, 121.14713329486574 24.716419101760209, 121.14629070565161 24.716567943156122, 121.14552450125484 24.716667812869332, 121.14512433891719 24.716639533687555, 121.14420623902674 24.716512447791274, 121.14382376635376 24.7165399922269, 121.14371939283581 24.716539911287953, 121.14360772941325 24.716560333092957, 121.14335429416542 24.716635053265122, 121.14295882089289 24.716790353591989, 121.14199679541582 24.717287096822133, 121.14057536656003 24.718001622576878, 121.14003136755366 24.718260478938021, 121.13903854569242 24.71885259527113, 121.13819169638975 24.719304870623318, 121.13776049035437 24.719591929723833, 121.13720670942212 24.719915621808525, 121.13688689341541 24.720067064043803, 121.13643534381617 24.720331294753521, 121.13612440501731 24.720491676249935, 121.13587859602046 24.720618462671951, 121.13481218263621 24.721207082440969, 121.13406726878952 24.721630574991082, 121.13325962812939 24.72209712078552, 121.13264012744003 24.722412997761694, 121.13210682227214 24.7226284654314, 121.13158125037444 24.722736425445703, 121.13106341714308 24.722744045401441, 121.1305769019026 24.72268713720166, 121.13002750606461 24.722522783399768, 121.12958791205256 24.722315334085465, 121.12853575562065 24.721549419270332, 121.12650994008175 24.720017499707922, 121.12592901221421 24.719688327154643, 121.12507356179549 24.719438214002423, 121.12419484681482 24.719460443444746, 121.12231190656928 24.719736096443739, 121.11970765158696 24.720130581361275, 121.11787986136653 24.720454522558214, 121.11663256643988 24.720677661444995, 121.11657180014856 24.72068805041323, 121.11583240723985 24.720814445630197, 121.1134005010324 24.721188964699024, 121.11211407030817 24.721533926649442, 121.11066313199797 24.722179993312068, 121.10917284205311 24.722704244105614, 121.10449127095546 24.724270739902749, 121.10256837473082 24.724930051780518, 121.10159196999348 24.725269835434631, 121.10104801325531 24.72550069590045, 121.10051495809887 24.725894498232549, 121.10027676366178 24.726169563974224, 121.10002029589998 24.726588549122312, 121.09990131019742 24.726867507129782, 121.09983452024699 24.727153201958743, 121.09981247426629 24.72752066674542, 121.09988854611959 24.728956179883824, 121.09996340208943 24.729623404896245, 121.10009893801566 24.730875343022717, 121.10018939362567 24.731623805594211, 121.10015275974217 24.732290554865244, 121.10011569328469 24.732542190569689, 121.10002658126177 24.73285507730003, 121.09965450115442 24.733603217014888, 121.09788758784202 24.735462107590251, 121.09549275618576 24.737835905003067, 121.09495216920732 24.738373463064931, 121.09493150998128 24.738394005379121, 121.09481492277052 24.738509938782727, 121.09347311898932 24.739843695430238, 121.09141802512181 24.741882114967666, 121.0900596603251 24.743214478565392, 121.08910037867963 24.744162287559561, 121.088161954111 24.744984399210693, 121.08724442439075 24.745731842850319, 121.08614499689418 24.746516439282289, 121.08498592815818 24.747284719314393, 121.08376715163286 24.748084986433014, 121.08331589071588 24.748377023281023, 121.08305248918111 24.748547485278266, 121.08259786390033 24.748841695787689, 121.08104039369925 24.749915162554771, 121.07928059942014 24.750980494953922, 121.07802762617405 24.751790482844569, 121.07713262357174 24.752431468337647, 121.07553647532814 24.753466605999108, 121.07452939741381 24.754188410866504, 121.07390289100567 24.754610631775279, 121.07341063179524 24.754998655063957, 121.07289581399073 24.755536473929169, 121.07235861475829 24.756359968737627, 121.07194100287506 24.757040669191554, 121.07161998357549 24.757625971361563, 121.07111254470828 24.758503801409347, 121.0705229851477 24.759483780052449, 121.07021708525031 24.759898881028562, 121.07001570815851 24.760150784730968, 121.06967988961526 24.760470737434616, 121.06928451706688 24.760743044056312, 121.06828514004724 24.761253713288284, 121.06724089764941 24.761696870414312, 121.06684556557047 24.7618673279149, 121.06642791231832 24.762085194076519, 121.06604736059728 24.762350715313289, 121.06577130919857 24.762582151345271, 121.06548046305295 24.762888530581279, 121.06521922978368 24.763289969056871, 121.06499518977625 24.763718746922677, 121.06466687607553 24.764433146772376, 121.06412202541117 24.765719243848082, 121.06377118099522 24.766494954978214, 121.06315126931565 24.767869379868046, 121.06258962021491 24.769195384359534, 121.06244225280773 24.769543230435772, 121.06199434906 24.770563924985197, 121.06155387641036 24.771536943775004, 121.06101671315082 24.772781854598975, 121.06035429141753 24.774127752993479, 121.06003461930231 24.77465145340193, 121.05966221184167 24.775106889871097, 121.05917785677275 24.775569141402798, 121.05820783542333 24.776244007055311, 121.05784252091564 24.776456222776517, 121.05697130088492 24.77703101367041, 121.05557083162864 24.777952701855781, 121.05555039543447 24.777966152116278, 121.05531805018791 24.778119062045107, 121.05434249980658 24.778721232798716, 121.05341923241167 24.779364475590114, 121.05144579788532 24.780637394000564, 121.05067828677363 24.781007171843555, 121.05017148642503 24.781164701589773, 121.04961235902317 24.78130870643173, 121.04897854562341 24.781411750751772, 121.04815066662002 24.781460223310717, 121.04758180765441 24.781415180766032, 121.04545644615814 24.780912069436511, 121.04392256337565 24.780522787996347, 121.04297867632488 24.780275505909913, 121.0423818754233 24.780180134605587, 121.04169541031501 24.780112341911092, 121.04092718244362 24.780112914779238, 121.03951776313431 24.780284928106994, 121.03734813071173 24.780621350095259, 121.03607307191476 24.780827426144867, 121.0344847037062 24.781074642580734, 121.03414925028778 24.781136386435151, 121.03262239660637 24.781361014599213, 121.03260714320515 24.78136325840768, 121.03227713518174 24.781411813704267, 121.0312926464386 24.781554856271669, 121.03093270088345 24.78160292863231, 121.03071296593066 24.781632275309335, 121.03032308374338 24.781684345156464, 121.02867480719669 24.781916074367416, 121.02749635896987 24.782106799888936, 121.02731775541019 24.782135904648328, 121.02729233877051 24.782140063113445, 121.02729224434165 24.782140081099897, 121.02649898204243 24.782295349051196, 121.02550718720704 24.782428031428537, 121.02511726185219 24.782577249640383, 121.02469015132954 24.782745523587096, 121.02436086006571 24.78295152139566, 121.02401337641629 24.783193725909769, 121.02366591884709 24.783583457010991, 121.02331837943973 24.784070697105051, 121.02303025464255 24.784566324276511, 121.02282176840993 24.785099678007782, 121.02268032843449 24.785592121579214, 121.0223827373735 24.786727337596631, 121.02223085357105 24.787326034269142, 121.02212250684829 24.787753119610841, 121.02199982313334 24.788191888045276, 121.02116263075084 24.791185955967137, 121.02096167094442 24.791890442589931, 121.02062701792261 24.793148384590324, 121.02049961006901 24.79368073198026, 121.02031664030073 24.794370994925544, 121.02009115058615 24.795153175778466, 121.01986778327159 24.795623958279123, 121.01967407559812 24.796013839567081, 121.01937781283584 24.796514697195562, 121.01886566871565 24.797129793005581, 121.01766129393366 24.798248767266841, 121.01512714919863 24.800636213690382, 121.01468237868892 24.801038934599205, 121.01408657603474 24.801566262872768, 121.01367968137231 24.80195055937088, 121.01333795967912 24.802250160416634, 121.01264410214367 24.802726479143757, 121.01190316959571 24.803122715940617, 121.01068656403379 24.803650801443382, 121.0096693525586 24.804069708350426, 121.00898408174999 24.804297724260607, 121.00823184742194 24.804603476669172, 121.00725300102522 24.805012346242847, 121.00664306912245 24.805267113386606, 121.00270696135726 24.806865636739815, 121.00228436992779 24.807037249869211, 121.00047605542568 24.807797295708667, 120.99965018280977 24.808115012697726, 120.99799584932907 24.808799359003274, 120.99482379298377 24.810096414318139, 120.99226987305622 24.811165758592949, 120.99165503265374 24.811350310268665, 120.99087216202076 24.81144335862416, 120.99018832023489 24.81140493508974, 120.9890449455678 24.811106576007717, 120.98771023114227 24.8104686563035, 120.98618170741997 24.809666507803115, 120.98502758405584 24.809207742043725, 120.98390014357688 24.808639824668205)"
