"1",1,309566.799937971,2771348.82306934
"2",1,309566.027513987,2771437.08821457
"3",1,309563.710478634,2771525.32632339
"4",1,309559.849541643,2771613.51036768
"5",1,309554.445885652,2771701.61333586
"6",1,309547.50116585,2771789.60824121
"7",1,309539.017509467,2771877.4681301
"8",1,309528.997515124,2771965.16609025
"9",1,309517.444252034,2772052.67525899
"10",1,309504.361259066,2772139.96883147
"11",1,309489.75254366,2772227.02006888
"12",1,309473.622580595,2772313.80230665
"13",1,309455.976310624,2772400.2889626
"14",1,309436.819138959,2772486.45354509
"15",1,309416.156933614,2772572.26966112
"16",1,309393.996023608,2772657.71102446
"17",1,309370.343197028,2772742.75146364
"18",1,309345.205698946,2772827.36493001
"19",1,309318.591229205,2772911.52550571
"20",1,309290.507940057,2772995.20741159
"21",1,309260.964433664,2773078.38501513
"22",1,309229.96975947,2773161.03283829
"23",1,309197.533411422,2773243.12556529
"24",1,309163.665325065,2773324.63805039
"25",1,309128.375874498,2773405.54532559
"26",1,309091.675869198,2773485.82260825
"27",1,309053.576550707,2773565.44530873
"28",1,309014.089589189,2773644.38903787
"29",1,308973.227079855,2773722.62961451
"30",1,308931.001539259,2773800.14307284
"31",1,308887.425901465,2773876.9056698
"32",1,308842.513514082,2773952.89389231
"33",1,308796.278134179,2774028.0844645
"34",1,308748.733924069,2774102.45435482
"35",1,308699.895446971,2774175.9807831
"36",1,308649.77766255,2774248.64122754
"37",1,308598.395922334,2774320.41343159
"38",1,308545.765965012,2774391.27541077
"39",1,308491.903911614,2774461.20545942
"40",1,308436.826260572,2774530.18215735
"41",1,308380.549882666,2774598.18437636
"42",1,308323.092015856,2774665.19128677
"43",1,308264.470260004,2774731.18236376
"44",1,308204.702571481,2774796.13739366
"45",1,308143.807257669,2774860.03648017
"46",1,308081.802971349,2774922.86005042
"47",1,308018.708704992,2774984.58886099
"48",1,307954.54378494,2775045.20400378
"49",1,307889.327865485,2775104.68691184
"50",1,307823.08092285,2775163.01936501
"51",1,307755.82324907,2775220.18349553
"52",1,307687.575445775,2775276.16179353
"53",1,307618.358417881,2775330.93711234
"54",1,307548.193367187,2775384.49267379
"55",1,307477.101785879,2775436.81207333
"56",1,307405.105449948,2775487.87928505
"57",1,307332.22641252,2775537.67866662
"58",1,307258.486997099,2775586.19496403
"59",1,307183.909790732,2775633.41331631
"60",1,307108.517637088,2775679.31926004
"61",1,307032.333629462,2775723.89873383
"62",1,306955.381103702,2775767.13808258
"63",1,306877.683631057,2775809.02406168
"64",1,306799.265010963,2775849.5438411
"65",1,306720.149263749,2775888.68500924
"66",1,306640.36062328,2775926.43557683
"67",1,306559.923529535,2775962.78398052
"68",1,306478.862621119,2775997.71908647
"69",1,306397.202727717,2776031.23019375
"70",1,306314.96886249,2776063.30703759
"71",1,306232.186214411,2776093.93979258
"72",1,306148.880140549,2776123.11907562
"73",1,306065.076158304,2776150.83594884
"74",1,305980.799937591,2776177.08192231
"75",1,305896.077292973,2776201.84895665
"76",1,305810.934175759,2776225.1294655
"77",1,305725.396666053,2776246.91631782
"78",1,305639.490964762,2776267.20284012
"79",1,305553.243385576,2776285.98281843
"80",1,305466.680346905,2776303.2505003
"81",1,305379.828363785,2776319.00059647
"82",1,305292.714039762,2776333.22828254
"83",1,305205.364058736,2776345.92920046
"84",1,305117.805176792,2776357.0994598
"85",1,305030.064214003,2776366.73563902
"86",1,304942.168046217,2776374.83478648
"87",1,304854.143596819,2776381.39442133
"88",1,304766.017828491,2776386.41253429
"89",1,304677.817734949,2776389.88758828
"90",1,304589.570332674,2776391.81851885
"91",1,304501.30265264,2776392.20473454
"92",1,304413.041732032,2776391.04611705
"93",1,304324.814605964,2776388.34302127
"94",1,304236.648299197,2776384.09627519
"95",1,304148.569817866,2776378.30717962
"96",1,304060.606141201,2776370.97750782
"97",1,303972.784213269,2776362.10950493
"98",1,303885.130934715,2776351.7058873
"99",1,303797.673154527,2776339.76984165
"100",1,303710.437661811,2776326.30502409
"101",1,303623.451177583,2776311.31555904
"102",1,303536.740346586,2776294.80603788
"103",1,303450.331729127,2776276.78151764
"104",1,303364.251792943,2776257.24751939
"105",1,303278.526905093,2776236.21002657
"106",1,303193.183323882,2776213.67548315
"107",1,303108.247190817,2776189.65079166
"108",1,303023.744522598,2776164.14331109
"109",1,302939.701203154,2776137.16085461
"110",1,302856.14297571,2776108.71168718
"111",1,302773.095434902,2776078.80452303
"112",1,302690.58401894,2776047.44852302
"113",1,302608.634001812,2776014.65329175
"114",1,302527.270485547,2775980.42887471
"115",1,302446.51839252,2775944.78575514
"116",1,302366.402457826,2775907.73485084
"117",1,302286.947221694,2775869.28751085
"118",1,302208.17702198,2775829.45551193
"119",1,302130.115986704,2775788.25105498
"120",1,302052.788026663,2775745.68676129
"121",1,301976.216828108,2775701.77566869
"122",1,301900.425845485,2775656.53122755
"123",1,301825.438294254,2775609.96729665
"124",1,301751.277143777,2775562.09813892
"125",1,301677.965110282,2775512.93841714
"126",1,301605.524649904,2775462.50318936
"127",1,301533.977951807,2775410.80790435
"128",1,301463.34693139,2775357.86839683
"129",1,301393.653223569,2775303.70088266
"130",1,301324.918176154,2775248.32195384
"131",1,301257.162843308,2775191.74857342
"132",1,301190.407979099,2775133.99807034
"133",1,301124.674031144,2775075.08813411
"134",1,301059.981134341,2775015.03680935
"135",1,300996.349104707,2774953.86249035
"136",1,300933.797433305,2774891.58391533
"137",1,300872.345280276,2774828.2201608
"138",1,300812.011468965,2774763.79063562
"139",1,300752.814480163,2774698.31507516
"140",1,300694.77244644,2774631.81353516
"141",1,300637.903146593,2774564.30638564
"142",1,300582.2240002,2774495.81430466
"143",1,300527.752062285,2774426.35827194
"144",1,300474.504018091,2774355.9595625
"145",1,300422.496177976,2774284.6397401
"146",1,300371.744472407,2774212.42065063
"147",1,300322.264447089,2774139.32441547
"148",1,300274.071258198,2774065.37342463
"149",1,300227.179667743,2773990.59032998
"150",1,300181.604039038,2773914.99803825
"151",1,300137.35833231,2773838.61970403
"152",1,300094.456100417,2773761.47872271
"153",1,300052.910484697,2773683.59872325
"154",1,300012.734210947,2773605.003561
"155",1,299973.939585521,2773525.71731037
"156",1,299936.538491561,2773445.76425745
"157",1,299900.54238536,2773365.16889257
"158",1,299865.962292849,2773283.95590283
"159",1,299832.80880622,2773202.15016449
"160",1,299801.092080686,2773119.77673539
"161",1,299770.821831365,2773036.86084724
"162",1,299742.007330306,2772953.42789793
"163",1,299714.65740365,2772869.50344373
"164",1,299688.780428926,2772785.11319145
"165",1,299664.384332484,2772700.28299058
"166",1,299641.476587068,2772615.03882538
"167",1,299620.064209526,2772529.4068069
"168",1,299600.153758663,2772443.413165
"169",1,299581.751333228,2772357.0842403
"170",1,299564.86257005,2772270.44647614
"171",1,299549.49264231,2772183.52641043
"172",1,299535.646257953,2772096.35066758
"173",1,299523.327658254,2772008.9459503
"174",1,299512.540616508,2771921.33903145
"175",1,299503.288436885,2771833.5567458
"176",1,299495.57395341,2771745.62598187
"177",1,299489.399529099,2771657.57367363
"178",1,299484.767055233,2771569.42679231
"179",1,299481.677950781,2771481.21233808
"180",1,299480.133161964,2771392.95733183
"181",1,299480.133161964,2771304.68880685
"182",1,299481.677950781,2771216.4338006
"183",1,299484.767055233,2771128.21934637
"184",1,299489.399529099,2771040.07246505
"185",1,299495.57395341,2770952.02015682
"186",1,299503.288436885,2770864.08939288
"187",1,299512.540616508,2770776.30710724
"188",1,299523.327658254,2770688.70018838
"189",1,299535.646257953,2770601.2954711
"190",1,299549.49264231,2770514.11972825
"191",1,299564.86257005,2770427.19966255
"192",1,299581.751333228,2770340.56189838
"193",1,299600.153758663,2770254.23297369
"194",1,299620.064209526,2770168.23933178
"195",1,299641.476587068,2770082.6073133
"196",1,299664.384332484,2769997.3631481
"197",1,299688.780428926,2769912.53294723
"198",1,299714.65740365,2769828.14269495
"199",1,299742.007330306,2769744.21824075
"200",1,299770.821831365,2769660.78529144
"201",1,299801.092080686,2769577.8694033
"202",1,299832.80880622,2769495.49597419
"203",1,299865.962292849,2769413.69023585
"204",1,299900.54238536,2769332.47724611
"205",1,299936.538491561,2769251.88188123
"206",1,299973.939585521,2769171.92882831
"207",1,300012.734210947,2769092.64257768
"208",1,300052.910484697,2769014.04741543
"209",1,300094.456100417,2768936.16741597
"210",1,300137.35833231,2768859.02643465
"211",1,300181.604039038,2768782.64810044
"212",1,300227.179667743,2768707.0558087
"213",1,300274.071258198,2768632.27271405
"214",1,300322.264447089,2768558.32172322
"215",1,300371.744472407,2768485.22548805
"216",1,300422.496177976,2768413.00639859
"217",1,300474.504018091,2768341.68657618
"218",1,300527.752062285,2768271.28786674
"219",1,300582.2240002,2768201.83183403
"220",1,300637.903146593,2768133.33975304
"221",1,300694.77244644,2768065.83260352
"222",1,300752.814480163,2767999.33106352
"223",1,300812.011468965,2767933.85550306
"224",1,300872.345280276,2767869.42597789
"225",1,300933.797433305,2767806.06222335
"226",1,300996.349104707,2767743.78364833
"227",1,301059.981134341,2767682.60932933
"228",1,301124.674031144,2767622.55800458
"229",1,301190.407979099,2767563.64806834
"230",1,301257.162843308,2767505.89756527
"231",1,301324.918176154,2767449.32418485
"232",1,301393.653223569,2767393.94525602
"233",1,301463.34693139,2767339.77774185
"234",1,301533.977951807,2767286.83823434
"235",1,301605.524649904,2767235.14294932
"236",1,301677.965110282,2767184.70772154
"237",1,301751.277143777,2767135.54799976
"238",1,301825.438294254,2767087.67884204
"239",1,301900.425845485,2767041.11491113
"240",1,301976.216828108,2766995.87046999
"241",1,302052.788026663,2766951.95937739
"242",1,302130.115986704,2766909.39508371
"243",1,302208.17702198,2766868.19062676
"244",1,302286.947221694,2766828.35862783
"245",1,302366.402457825,2766789.91128784
"246",1,302446.51839252,2766752.86038355
"247",1,302527.270485547,2766717.21726397
"248",1,302608.634001812,2766682.99284693
"249",1,302690.58401894,2766650.19761566
"250",1,302773.095434902,2766618.84161565
"251",1,302856.14297571,2766588.93445151
"252",1,302939.701203154,2766560.48528408
"253",1,303023.744522598,2766533.50282759
"254",1,303108.247190817,2766507.99534702
"255",1,303193.183323882,2766483.97065554
"256",1,303278.526905093,2766461.43611212
"257",1,303364.251792943,2766440.3986193
"258",1,303450.331729127,2766420.86462104
"259",1,303536.740346586,2766402.8401008
"260",1,303623.451177583,2766386.33057965
"261",1,303710.437661811,2766371.34111459
"262",1,303797.673154527,2766357.87629704
"263",1,303885.130934715,2766345.94025138
"264",1,303972.784213269,2766335.53663375
"265",1,304060.606141201,2766326.66863086
"266",1,304148.569817866,2766319.33895906
"267",1,304236.648299197,2766313.54986349
"268",1,304324.814605964,2766309.30311741
"269",1,304413.041732032,2766306.60002164
"270",1,304501.30265264,2766305.44140415
"271",1,304589.570332674,2766305.82761984
"272",1,304677.817734949,2766307.7585504
"273",1,304766.017828491,2766311.23360439
"274",1,304854.143596819,2766316.25171735
"275",1,304942.168046217,2766322.8113522
"276",1,305030.064214003,2766330.91049966
"277",1,305117.805176792,2766340.54667888
"278",1,305205.364058736,2766351.71693823
"279",1,305292.714039762,2766364.41785614
"280",1,305379.828363785,2766378.64554221
"281",1,305466.680346905,2766394.39563838
"282",1,305553.243385576,2766411.66332025
"283",1,305639.490964762,2766430.44329857
"284",1,305725.396666053,2766450.72982086
"285",1,305810.934175759,2766472.51667319
"286",1,305896.077292973,2766495.79718204
"287",1,305980.799937591,2766520.56421638
"288",1,306065.076158304,2766546.81018985
"289",1,306148.880140549,2766574.52706307
"290",1,306232.186214411,2766603.70634611
"291",1,306314.96886249,2766634.33910109
"292",1,306397.202727717,2766666.41594494
"293",1,306478.862621119,2766699.92705221
"294",1,306559.923529535,2766734.86215816
"295",1,306640.36062328,2766771.21056185
"296",1,306720.149263749,2766808.96112944
"297",1,306799.265010963,2766848.10229759
"298",1,306877.683631057,2766888.622077
"299",1,306955.381103702,2766930.50805611
"300",1,307032.333629462,2766973.74740485
"301",1,307108.517637088,2767018.32687864
"302",1,307183.909790732,2767064.23282237
"303",1,307258.486997099,2767111.45117465
"304",1,307332.22641252,2767159.96747206
"305",1,307405.105449948,2767209.76685363
"306",1,307477.101785879,2767260.83406536
"307",1,307548.193367187,2767313.1534649
"308",1,307618.358417881,2767366.70902635
"309",1,307687.575445775,2767421.48434516
"310",1,307755.82324907,2767477.46264315
"311",1,307823.08092285,2767534.62677368
"312",1,307889.327865485,2767592.95922685
"313",1,307954.54378494,2767652.4421349
"314",1,308018.708704992,2767713.05727769
